id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,loan_status
37651312,12000,36 months,8.19,377.09,A,A5,Personnel Manager,10+ years,MORTGAGE,49000,Not Verified,debt_consolidation,Debt consolidation,295xx,SC,26.35,Jan-85,710,714,14,1,28863,56.3,24,w,Individual,3,0,Fully Paid
37681309,6000,36 months,13.66,204.08,C,C3,Electrician,1 year,MORTGAGE,50000,Source Verified,home_improvement,Home improvement,354xx,AL,15.39,11-Sep,690,694,8,0,11079,33.5,9,w,Individual,0,0,Fully Paid
37147634,30000,36 months,10.49,974.94,B,B3,"President, CEO",10+ years,MORTGAGE,250000,Not Verified,debt_consolidation,Debt consolidation,841xx,UT,9.66,Jul-98,720,724,13,0,30587,57.7,37,f,Individual,5,0,Fully Paid
37701328,20400,36 months,6.49,625.15,A,A2,Marketing Manager,3 years,MORTGAGE,85000,Source Verified,debt_consolidation,Debt consolidation,852xx,AZ,16.65,Jul-00,715,719,9,0,26833,59.4,21,w,Individual,4,0,Fully Paid
37741369,3800,36 months,11.99,126.2,B,B5,Vice Presdent,10+ years,RENT,140000,Not Verified,debt_consolidation,Debt consolidation,108xx,NY,10.97,Aug-98,745,749,9,0,5786,19.3,22,f,Individual,0,0,Fully Paid
37630860,12950,36 months,14.31,444.56,C,C4,NA,NA,RENT,60000,Verified,other,Other,956xx,CA,26.18,4-Apr,680,684,14,0,22371,76.9,18,f,Individual,0,0,Fully Paid
37701377,7150,36 months,6.49,219.11,A,A2,Clinical Specialist/Supervisor,3 years,MORTGAGE,89000,Not Verified,other,Other,917xx,CA,9.68,2-Jan,735,739,14,0,9900,15.1,59,f,Individual,2,0,Fully Paid
37327544,12375,60 months,19.24,322.66,E,E2,NA,NA,MORTGAGE,55480,Verified,credit_card,Credit card refinancing,953xx,CA,10.5,5-Oct,665,669,8,0,4453,46.4,13,f,Individual,1,0,Fully Paid
36361523,18625,36 months,15.99,654.71,D,D2,Office Manager,3 years,RENT,52000,Verified,small_business,Business,193xx,PA,20.47,3-Jul,705,709,9,0,8993,18.9,21,f,Individual,0,0,Charged Off
37840854,7000,36 months,8.19,219.97,A,A5,Finance / Operations,1 year,RENT,35000,Source Verified,credit_card,Credit card refinancing,306xx,GA,16.07,Mar-84,685,689,6,0,6849,15.9,18,f,Individual,2,0,Fully Paid
37771333,4000,36 months,10.49,130,B,B3,COMMUNITY HEALTH REP,3 years,RENT,35000,Source Verified,debt_consolidation,Debt consolidation,921xx,CA,20.95,5-Feb,715,719,4,0,10631,90.9,10,f,Individual,0,0,Fully Paid
37821331,30275,36 months,15.99,1064.23,D,D2,NA,NA,MORTGAGE,68940,Verified,debt_consolidation,Debt consolidation,780xx,TX,28.49,Apr-98,665,669,18,0,34910,86.8,31,f,Individual,1,0,Charged Off
37771331,15000,36 months,20.99,565.05,E,E4,Debt Collector,5 years,MORTGAGE,54000,Not Verified,debt_consolidation,Debt consolidation,606xx,IL,25.69,Oct-93,665,669,11,7,5259,46.1,22,f,Individual,1,7,Fully Paid
37701332,8000,36 months,7.49,248.82,A,A4,NA,NA,MORTGAGE,24000,Verified,debt_consolidation,Debt consolidation,891xx,NV,18,Jan-74,670,674,11,1,11827,37.9,38,f,Individual,3,1,Fully Paid
37641323,18750,36 months,12.99,631.68,C,C2,Sr Commercial Technician,10+ years,MORTGAGE,52000,Source Verified,debt_consolidation,Debt consolidation,975xx,OR,30.76,1-Aug,685,689,12,0,23168,64.9,33,f,Individual,2,0,Fully Paid
37811391,35000,60 months,24.99,1027.1,F,F4,VP Lending,2 years,MORTGAGE,111000,Verified,debt_consolidation,Debt consolidation,010xx,MA,21.94,Sep-96,695,699,8,0,102311,97.7,20,f,Individual,3,0,Fully Paid
37741341,15000,60 months,11.44,329.44,B,B4,Sales Manager,< 1 year,MORTGAGE,230000,Not Verified,debt_consolidation,Debt consolidation,801xx,CO,8.06,Sep-90,730,734,15,0,21604,34.4,42,f,Individual,7,0,Fully Paid
37841307,9600,36 months,10.49,311.98,B,B3,REGISTERED NURSE,6 years,MORTGAGE,78000,Source Verified,debt_consolidation,Debt consolidation,395xx,MS,11.08,Nov-95,685,689,13,1,5085,40,35,f,Individual,0,0,Charged Off
35763229,5000,36 months,8.19,157.13,A,A5,bookkeeper,4 years,RENT,38480,Source Verified,debt_consolidation,Debt consolidation,082xx,NJ,14.29,May-92,665,669,7,1,10379,52.7,21,f,Individual,1,1,Fully Paid
37811352,2000,36 months,14.99,69.33,C,C5,Educational Diagnostician,10+ years,OWN,75000,Not Verified,major_purchase,Major purchase,773xx,TX,13.65,Sep-93,660,664,10,0,4324,32.3,46,f,Individual,0,0,Fully Paid
37801417,6400,36 months,15.59,223.72,D,D1,credentialing specialist,1 year,RENT,49000,Not Verified,debt_consolidation,Debt consolidation,972xx,OR,23.12,Nov-00,685,689,15,0,3716,37.9,42,f,Individual,0,0,Charged Off
36049003,10000,36 months,16.49,354,D,D3,business office specialist,5 years,RENT,40000,Source Verified,debt_consolidation,Debt consolidation,336xx,FL,20.13,6-Nov,660,664,10,0,11461,81.9,25,w,Individual,0,0,Charged Off
37690814,10000,36 months,6.49,306.45,A,A2,Financial Control,10+ years,RENT,96000,Not Verified,debt_consolidation,Debt consolidation,100xx,NY,13.6,Aug-95,745,749,7,0,20529,59.5,13,f,Individual,0,0,Fully Paid
37821318,8000,36 months,12.99,269.52,C,C2,Sr. Business Change Manager,2 years,RENT,86400,Verified,other,Other,236xx,VA,8.74,9-Dec,670,674,5,0,8363,70.9,5,f,Individual,0,0,Fully Paid
37741326,18000,36 months,12.39,601.22,C,C1,Security Specialist,6 years,RENT,99600,Not Verified,credit_card,Credit card refinancing,254xx,WV,22.95,Mar-99,675,679,7,0,7334,76.4,22,f,Individual,0,0,Fully Paid
37681342,8000,36 months,15.59,279.64,D,D1,administrative assistant,8 years,MORTGAGE,43920,Source Verified,major_purchase,Major purchase,641xx,MO,21.75,3-May,660,664,8,1,4446,50,21,f,Individual,0,1,Fully Paid
37711342,5000,36 months,6.49,153.23,A,A2,VP Core Cash Access Services,10+ years,MORTGAGE,125000,Not Verified,debt_consolidation,Debt consolidation,891xx,NV,16.43,Feb-91,710,714,12,0,17070,40.5,28,w,Individual,5,0,Fully Paid
37631325,15000,36 months,6.99,463.09,A,A3,registered nurse,10+ years,OWN,150000,Not Verified,debt_consolidation,Debt consolidation,921xx,CA,3.7,Sep-93,685,689,9,1,19549,62.7,15,f,Individual,0,1,Fully Paid
37671328,14000,36 months,6.99,432.22,A,A3,Financial Analyst,2 years,RENT,80000,Not Verified,credit_card,Credit card refinancing,949xx,CA,22.17,Mar-88,765,769,9,0,12543,24.3,22,f,Individual,3,0,Fully Paid
37791306,14000,36 months,13.66,476.18,C,C3,Manager,2 years,RENT,60000,Verified,debt_consolidation,Debt consolidation,300xx,GA,14.17,Feb-79,685,689,5,0,13094,100,11,f,Individual,0,0,Fully Paid
37611397,35000,36 months,10.49,1137.43,B,B3,Engineer,1 year,OWN,125000,Verified,credit_card,Credit card refinancing,322xx,FL,19.27,Jun-00,680,684,9,0,56136,79.7,27,f,Individual,2,0,Fully Paid
37731243,14000,36 months,14.31,480.6,C,C4,General Manager,10+ years,MORTGAGE,40000,Not Verified,debt_consolidation,Debt consolidation,224xx,VA,9.96,5-Dec,695,699,9,0,10973,42,15,f,Individual,1,0,Fully Paid
37671298,20000,36 months,11.44,658.95,B,B4,Air Traffic Control Specialist,5 years,MORTGAGE,80000,Source Verified,debt_consolidation,Debt consolidation,714xx,LA,21.12,Feb-94,690,694,8,0,20553,79.4,39,f,Individual,3,0,Fully Paid
37077921,6500,36 months,6.03,197.84,A,A1,Programs Manager,9 years,RENT,63500,Not Verified,credit_card,Credit card refinancing,958xx,CA,15.25,4-Dec,705,709,8,0,5929,49.4,17,f,Individual,2,0,Fully Paid
37691384,8000,36 months,11.44,263.58,B,B4,Supervisor - Bird Dept.,10+ years,MORTGAGE,47000,Not Verified,debt_consolidation,Debt consolidation,482xx,MI,5.57,Mar-99,690,694,8,1,8334,44.3,18,f,Individual,4,0,Fully Paid
37811389,2000,36 months,9.49,64.06,B,B2,Operator / Tech,10+ years,OWN,1.00E+05,Not Verified,other,Other,703xx,LA,11.63,Nov-00,660,664,13,0,19351,67.9,23,f,Individual,1,0,Fully Paid
37621371,15000,36 months,11.44,494.22,B,B4,Service Manager,1 year,MORTGAGE,90000,Not Verified,debt_consolidation,Debt consolidation,331xx,FL,7.41,4-Aug,705,709,8,0,23027,56.3,17,f,Individual,1,0,Fully Paid
37661348,5000,36 months,12.99,168.45,C,C2,Sales Administration Manager,10+ years,RENT,54000,Not Verified,debt_consolidation,Debt consolidation,907xx,CA,14.4,4-Jan,700,704,9,0,4735,41.9,14,f,Individual,0,0,Charged Off
37721383,12000,36 months,8.67,379.76,B,B1,Loan Originator,< 1 year,MORTGAGE,45000,Not Verified,debt_consolidation,Debt consolidation,850xx,AZ,27.25,3-Jun,665,669,11,1,9796,58,24,f,Individual,2,1,Fully Paid
37841314,1000,36 months,15.59,34.96,D,D1,MERC WORKLOAD CLERK,10+ years,MORTGAGE,40000,Verified,other,Other,454xx,OH,17.52,Feb-94,670,674,10,1,7983,79,21,f,Individual,1,1,Fully Paid
37831326,6000,36 months,11.99,199.26,B,B5,Investment Banker,1 year,RENT,135000,Source Verified,debt_consolidation,Debt consolidation,112xx,NY,6.26,2-Sep,670,674,19,0,13225,95.1,25,f,Individual,0,0,Fully Paid
37741374,16000,36 months,11.44,527.16,B,B4,Senior Vice President,10+ years,MORTGAGE,550000,Verified,medical,Medical expenses,017xx,MA,9.58,Nov-86,695,699,20,0,186103,71.8,59,f,Individual,5,0,Fully Paid
37711341,5400,36 months,10.49,175.49,B,B3,Shop Foreman,1 year,MORTGAGE,60000,Verified,car,Car financing,917xx,CA,18.12,Oct-99,775,779,11,0,9469,24.4,28,f,Individual,2,0,Fully Paid
37811405,11000,60 months,18.54,282.57,E,E1,steam power operator,10+ years,MORTGAGE,75000,Source Verified,debt_consolidation,Debt consolidation,242xx,VA,21.17,May-91,680,684,13,0,16226,58.4,47,f,Individual,6,0,Charged Off
37771322,4500,36 months,8.67,142.41,B,B1,Manager,1 year,RENT,55000,Not Verified,debt_consolidation,Debt consolidation,727xx,AR,12.94,1-Jan,685,689,6,0,3948,49.3,7,f,Individual,0,0,Fully Paid
37611403,35000,60 months,11.44,768.69,B,B4,Executive Assistant,< 1 year,MORTGAGE,75000,Verified,credit_card,Credit card refinancing,461xx,IN,21.16,3-Dec,755,759,12,0,8966,39.2,23,w,Individual,1,0,Fully Paid
37611437,6400,36 months,12.99,215.62,C,C2,Director of education,8 years,MORTGAGE,55000,Verified,debt_consolidation,Debt consolidation,983xx,WA,28.02,Jun-95,680,684,15,0,13134,45.9,41,f,Individual,1,0,Fully Paid
37681338,16000,36 months,7.49,497.63,A,A4,Senior Systems Engineer,7 years,RENT,79000,Source Verified,other,Other,751xx,TX,12.44,4-May,805,809,5,0,8,0,10,w,Individual,0,0,Fully Paid
37841313,8000,36 months,12.39,267.21,C,C1,C N A / Physical Therapy Aide,6 years,RENT,32000,Source Verified,debt_consolidation,Debt consolidation,841xx,UT,14.25,5-Jun,695,699,9,0,3669,25.5,24,f,Individual,0,0,Fully Paid
37307321,20000,36 months,14.99,693.21,C,C5,Business / Travel Administrator,10+ years,RENT,91000,Source Verified,major_purchase,Major purchase,708xx,LA,14.19,1-Aug,775,779,4,0,3923,32.7,15,f,Individual,0,0,Fully Paid
37661355,4700,36 months,11.99,156.09,B,B5,production,4 years,MORTGAGE,45000,Not Verified,debt_consolidation,Debt consolidation,479xx,IN,15.73,1-Jan,660,664,11,1,2062,25.5,31,f,Individual,4,1,Fully Paid
37711350,25000,36 months,6.03,760.89,A,A1,Accountant,4 years,RENT,72000,Source Verified,credit_card,Credit card refinancing,902xx,CA,22.73,3-Sep,700,704,21,0,24836,48.8,38,f,Individual,0,0,Fully Paid
35854056,12000,36 months,6.99,370.48,A,A3,Cinematographer,3 years,RENT,65000,Not Verified,debt_consolidation,Debt consolidation,900xx,CA,11.07,1-Jul,790,794,5,0,7639,28.2,16,f,Individual,0,0,Fully Paid
37801423,1000,36 months,12.99,33.69,C,C2,Software Developer,2 years,RENT,77000,Not Verified,vacation,Vacation,038xx,NH,16.79,8-May,685,689,6,0,15440,97.1,9,f,Individual,0,0,Fully Paid
37781409,10000,36 months,8.19,314.25,A,A5,Marketing,10+ years,MORTGAGE,100070,Not Verified,medical,Medical expenses,018xx,MA,7.67,Nov-99,750,754,3,0,13159,68.2,15,f,Individual,1,0,Fully Paid
37831302,8000,36 months,9.49,256.23,B,B2,Medical Assistant,4 years,RENT,43000,Source Verified,credit_card,Credit card refinancing,328xx,FL,24.28,Aug-90,675,679,14,1,4859,66.6,41,f,Individual,4,1,Fully Paid
37831296,16575,36 months,17.86,598.07,D,D5,warehouse worker,10+ years,MORTGAGE,41600,Source Verified,debt_consolidation,Debt consolidation,613xx,IL,20.23,Jan-97,670,674,9,1,4834,32.7,49,f,Individual,2,1,Fully Paid
37631346,28000,36 months,6.99,864.44,A,A3,Vice President,2 years,MORTGAGE,3.00E+05,Source Verified,major_purchase,Major purchase,787xx,TX,12.87,3-Apr,715,719,9,0,82826,76,19,w,Individual,5,0,Fully Paid
37791282,11450,36 months,8.19,359.81,A,A5,Power Lineworker I,3 years,MORTGAGE,42000,Not Verified,credit_card,Credit card refinancing,435xx,OH,19.97,9-May,720,724,8,0,9503,52.2,10,f,Individual,1,0,Fully Paid
37761323,28000,36 months,8.19,879.88,A,A5,Manager,< 1 year,MORTGAGE,84000,Source Verified,debt_consolidation,Debt consolidation,760xx,TX,12.73,Jul-98,710,714,18,0,17081,36.7,48,f,Individual,2,0,Fully Paid
12506721,8325,36 months,17.86,300.39,D,D5,school bus driver,10+ years,OWN,27775,Source Verified,debt_consolidation,Debt consolidation,078xx,NJ,38.12,Feb-78,660,664,14,1,9343,55.3,31,f,Individual,0,1,Fully Paid
37661321,6000,36 months,11.99,199.26,B,B5,App Dev Manager,6 years,MORTGAGE,125000,Not Verified,debt_consolidation,Debt consolidation,535xx,WI,24.46,Mar-86,670,674,9,0,208524,75.8,28,f,Individual,2,0,Fully Paid
37601403,3000,36 months,11.99,99.63,B,B5,IT Help Desk,2 years,RENT,39000,Not Verified,credit_card,Credit card refinancing,237xx,VA,18.34,2-Nov,660,664,9,1,5292,77.8,12,f,Individual,1,0,Fully Paid
37761340,1975,36 months,12.39,65.97,C,C1,NA,NA,RENT,8892,Verified,debt_consolidation,Debt consolidation,440xx,OH,19.43,11-Jul,695,699,4,0,1419,24.5,5,f,Individual,0,0,Fully Paid
37821307,10000,36 months,13.66,340.13,C,C3,Nurse Manager,< 1 year,RENT,95000,Source Verified,debt_consolidation,Debt consolidation,826xx,WY,26.17,Jun-00,670,674,13,1,7143,99.5,37,f,Individual,2,0,Fully Paid
37771289,12000,36 months,10.49,389.98,B,B3,Consultant,< 1 year,RENT,70000,Not Verified,credit_card,Credit card refinancing,209xx,MD,5.93,9-Sep,690,694,16,0,14734,27.9,21,f,Individual,0,0,Charged Off
37701307,20000,36 months,13.66,680.26,C,C3,administrative offer,10+ years,RENT,67200,Source Verified,credit_card,Credit card refinancing,672xx,KS,16.23,Oct-96,670,674,14,2,14585,59.8,25,f,Individual,1,1,Fully Paid
37821310,12800,60 months,12.39,287.26,C,C1,QA Tester,< 1 year,MORTGAGE,72800,Source Verified,debt_consolidation,Debt consolidation,432xx,OH,5.59,Mar-96,660,664,8,0,8588,70.4,17,w,Individual,2,0,Fully Paid
37841266,5000,36 months,6.49,153.23,A,A2,skilled operator,10+ years,RENT,38000,Not Verified,credit_card,Credit card refinancing,530xx,WI,7.3,Sep-83,680,684,10,0,7459,64.3,24,f,Individual,1,0,Fully Paid
37661308,28000,60 months,17.14,697.99,D,D4,Lead Electrical Engineer,6 years,RENT,94000,Source Verified,debt_consolidation,Debt consolidation,106xx,NY,8.97,4-Apr,670,674,6,0,21621,76.7,10,f,Individual,0,0,Fully Paid
37681171,32100,36 months,14.99,1112.6,C,C5,Independent Contractor,7 years,MORTGAGE,70000,Verified,home_improvement,Home improvement,920xx,CA,13.73,Oct-99,675,679,8,0,23486,53.4,22,f,Individual,2,0,Fully Paid
37611284,6000,36 months,10.49,194.99,B,B3,Bussiness Development Manager,10+ years,MORTGAGE,146928,Source Verified,debt_consolidation,Debt consolidation,337xx,FL,8.72,1-Oct,705,709,4,0,22118,100.5,13,f,Individual,2,0,Fully Paid
37841276,16750,36 months,19.24,616.03,E,E2,sales person,< 1 year,RENT,40000,Verified,debt_consolidation,Debt consolidation,675xx,KS,19.32,1-May,665,669,6,1,3943,36.5,21,f,Individual,0,1,Fully Paid
37791240,25925,36 months,6.99,800.38,A,A3,VP Engineering,6 years,MORTGAGE,160000,Source Verified,credit_card,Credit card refinancing,786xx,TX,12.99,Feb-87,675,679,8,0,9930,54.9,17,w,Individual,3,0,Fully Paid
37731273,5000,36 months,12.39,167.01,C,C1,Credit & Collections Analyst,10+ years,MORTGAGE,60000,Not Verified,debt_consolidation,Debt consolidation,752xx,TX,12.76,2-Apr,670,674,9,0,1646,53.1,19,f,Individual,1,0,Fully Paid
37611356,14125,36 months,14.99,489.58,C,C5,Teacher,10+ years,OWN,42000,Verified,debt_consolidation,Debt consolidation,754xx,TX,26.6,4-Feb,705,709,16,0,9156,31.6,29,f,Individual,2,0,Fully Paid
36201115,25000,60 months,9.49,524.93,B,B2,Teacher,9 years,MORTGAGE,60000,Source Verified,credit_card,Credit card refinancing,070xx,NJ,14.13,Nov-92,720,724,7,0,25402,34.7,14,w,Individual,2,0,Fully Paid
37601110,6425,36 months,15.59,224.59,D,D1,service advisor,2 years,RENT,70000,Source Verified,debt_consolidation,Debt consolidation,940xx,CA,7.29,6-Nov,665,669,5,0,3043,49.9,8,f,Individual,0,0,Fully Paid
37741301,16000,36 months,6.49,490.32,A,A2,owner,6 years,RENT,130000,Not Verified,car,Car financing,112xx,NY,5.51,Jan-99,745,749,7,1,81,0.1,23,f,Individual,4,0,Fully Paid
37611386,25000,36 months,6.49,766.12,A,A2,Accounts manager,9 years,RENT,65000,Verified,debt_consolidation,Debt consolidation,070xx,NJ,24.85,3-Mar,765,769,19,0,11482,10,30,f,Individual,0,0,Fully Paid
37751110,12000,60 months,15.99,291.76,D,D2,Mortgage Banker,< 1 year,MORTGAGE,65000,Source Verified,credit_card,Credit card refinancing,633xx,MO,11.65,3-Mar,665,669,10,1,10695,78.6,18,w,Individual,4,1,Fully Paid
37771273,6925,36 months,15.99,243.43,D,D2,Teller supervisor,10+ years,RENT,34500,Verified,debt_consolidation,Debt consolidation,617xx,IL,0.87,6-Feb,660,664,2,1,75,1.9,6,f,Individual,0,0,Fully Paid
37840891,28000,60 months,9.49,587.92,B,B2,System Administrator,10+ years,MORTGAGE,125000,Source Verified,credit_card,Credit card refinancing,103xx,NY,21,Dec-85,715,719,23,0,93879,56.4,44,f,Individual,4,0,Fully Paid
37841270,28000,60 months,11.44,614.95,B,B4,FINANCE DIRECTOR,4 years,MORTGAGE,220000,Source Verified,debt_consolidation,Debt consolidation,140xx,NY,14.09,May-97,745,749,13,0,15365,60,34,w,Individual,7,0,Charged Off
37621337,8000,36 months,13.66,272.11,C,C3,Driver,4 years,RENT,30000,Not Verified,credit_card,Credit card refinancing,900xx,CA,23.24,10-Mar,695,699,8,0,5757,48,12,f,Individual,0,0,Fully Paid
37671306,10000,36 months,9.49,320.29,B,B2,NA,NA,OWN,46000,Source Verified,debt_consolidation,Debt consolidation,153xx,PA,18.42,Dec-76,665,669,6,0,12750,92.4,21,f,Individual,2,0,Fully Paid
36803039,8000,36 months,11.44,263.58,B,B4,Owner,10+ years,OWN,24000,Not Verified,credit_card,Credit card refinancing,150xx,PA,38.4,Mar-97,670,674,14,0,8658,25.4,37,f,Individual,0,0,Fully Paid
37621320,20000,36 months,12.99,673.79,C,C2,Marketing,3 years,MORTGAGE,60000,Source Verified,debt_consolidation,Debt consolidation,370xx,TN,17.62,3-Feb,660,664,8,1,24889,64.6,18,f,Individual,1,0,Fully Paid
37770329,10000,36 months,8.19,314.25,A,A5,Senior Executive Recruiter,1 year,MORTGAGE,150000,Not Verified,debt_consolidation,Debt consolidation,430xx,OH,21.78,Apr-95,670,674,15,0,43564,85.6,30,f,Individual,6,0,Charged Off
37821296,4000,36 months,8.19,125.7,A,A5,NA,NA,MORTGAGE,90000,Verified,home_improvement,Home improvement,945xx,CA,6.97,Apr-00,710,714,6,0,2711,25.6,25,w,Joint App,3,0,Fully Paid
37621311,16000,60 months,12.39,359.08,C,C1,Engineer,10+ years,MORTGAGE,62000,Not Verified,debt_consolidation,Debt consolidation,227xx,VA,21.78,1-Mar,685,689,9,0,16969,49,16,f,Joint App,2,0,Charged Off
37601404,20000,36 months,7.49,622.04,A,A4,Sr. Project Manager,4 years,MORTGAGE,114000,Source Verified,debt_consolidation,Debt consolidation,916xx,CA,10.42,Jul-84,790,794,9,0,9900,10.8,18,f,Individual,1,0,Fully Paid
37631305,5875,36 months,13.66,199.83,C,C3,Roving Patrol,< 1 year,OWN,19600,Verified,medical,Medical expenses,853xx,AZ,19.47,5-Dec,705,709,8,0,3408,26.2,10,f,Individual,0,0,Fully Paid
37690587,20000,36 months,11.99,664.2,B,B5,Physician,3 years,RENT,180000,Source Verified,debt_consolidation,Debt consolidation,925xx,CA,9.97,Aug-99,715,719,5,0,13252,94.7,42,f,Individual,0,0,Fully Paid
37631270,21000,60 months,15.59,506.12,D,D1,Assistant Real Estate Controller,2 years,RENT,73000,Verified,debt_consolidation,Debt consolidation,553xx,MN,36.25,Sep-00,660,664,13,0,71506,77.1,40,f,Individual,3,0,Fully Paid
37731205,19825,36 months,14.31,680.57,C,C4,Labor Manager,10+ years,MORTGAGE,98700,Verified,debt_consolidation,Debt consolidation,782xx,TX,20.96,Oct-99,670,674,11,1,12550,63.1,27,f,Individual,1,0,Fully Paid
37791215,13000,60 months,12.99,295.73,C,C2,"Team Leader, Lexus Production",10+ years,MORTGAGE,83000,Not Verified,credit_card,Credit card refinancing,403xx,KY,15.96,Sep-91,660,664,10,1,7887,51.9,36,f,Individual,5,1,Charged Off
37641239,7275,36 months,15.99,255.74,D,D2,NA,NA,RENT,18372,Verified,debt_consolidation,Debt consolidation,958xx,CA,33.57,6-Jan,685,689,9,0,13900,49.1,15,f,Individual,0,0,Charged Off
37701230,8000,36 months,12.39,267.21,C,C1,Manager,10+ years,MORTGAGE,92000,Not Verified,credit_card,Credit card refinancing,985xx,WA,7.29,5-Nov,660,664,5,0,2628,65.7,13,f,Individual,3,0,Fully Paid
37811199,4000,36 months,14.31,137.32,C,C4,assembly work,10+ years,RENT,80000,Not Verified,home_improvement,Home improvement,760xx,TX,9.33,2-Mar,660,664,4,0,69,4.9,15,f,Individual,2,0,Fully Paid
37327754,15000,36 months,14.31,514.93,C,C4,on-site manager,7 years,RENT,36000,Not Verified,credit_card,Credit card refinancing,773xx,TX,15.2,4-Dec,670,674,3,0,8650,84,6,f,Individual,1,0,Charged Off
37761212,15000,36 months,8.19,471.37,A,A5,Foreman,10+ years,MORTGAGE,108000,Not Verified,credit_card,Credit card refinancing,926xx,CA,9.34,4-Nov,660,664,12,0,6277,46.8,17,f,Individual,3,0,Charged Off
37691316,8000,36 months,8.67,253.18,B,B1,Teacher,8 years,RENT,65000,Not Verified,debt_consolidation,Debt consolidation,902xx,CA,17.1,1-Mar,715,719,14,0,13827,42.9,23,f,Individual,0,0,Fully Paid
37791206,10000,36 months,7.49,311.02,A,A4,marketing manager,5 years,RENT,80000,Source Verified,debt_consolidation,Debt consolidation,905xx,CA,16.29,Aug-89,680,684,9,1,3844,21.7,27,f,Individual,2,1,Fully Paid
36802629,26875,60 months,12.39,603.13,C,C1,Teacher,3 years,MORTGAGE,53800,Source Verified,credit_card,Credit card refinancing,787xx,TX,15.93,Jul-82,735,739,11,0,31743,45.6,21,w,Individual,0,0,Charged Off
37721264,1000,36 months,12.39,33.41,C,C1,Reidential Program Technician,5 years,RENT,32000,Not Verified,debt_consolidation,Debt consolidation,212xx,MD,13.92,9-Nov,685,689,8,0,6807,59.7,9,f,Individual,0,0,Fully Paid
37651215,2200,36 months,8.19,69.14,A,A5,Bartender,1 year,RENT,29000,Not Verified,debt_consolidation,Debt consolidation,451xx,OH,27.9,3-Oct,725,729,9,0,12853,36.7,10,f,Individual,0,0,Fully Paid
37077467,28000,36 months,8.67,886.1,B,B1,manager,10+ years,MORTGAGE,90000,Verified,debt_consolidation,Debt consolidation,104xx,NY,11.61,Jul-81,735,739,20,0,42619,29.3,40,f,Individual,3,0,Fully Paid
37661231,20000,36 months,7.49,622.04,A,A4,Director,10+ years,RENT,220000,Source Verified,credit_card,Credit card refinancing,100xx,NY,5.94,Jan-99,715,719,10,0,14233,32.8,26,w,Individual,2,0,Fully Paid
37841237,28000,36 months,6.99,864.44,A,A3,CCO,1 year,RENT,102000,Source Verified,credit_card,Credit card refinancing,787xx,TX,22.86,5-Aug,675,679,21,0,13582,39.1,29,f,Individual,0,0,Fully Paid
37811265,11000,36 months,9.49,352.32,B,B2,escrow officer,10+ years,RENT,56400,Not Verified,debt_consolidation,Debt consolidation,905xx,CA,11.43,Dec-99,685,689,8,0,14852,49.7,22,f,Individual,3,0,Fully Paid
37731227,10475,36 months,6.99,323.39,A,A3,NA,NA,MORTGAGE,23000,Verified,debt_consolidation,Debt consolidation,985xx,WA,15.13,Feb-77,750,754,6,0,14676,62.7,12,f,Individual,1,0,Fully Paid
37781315,2000,36 months,11.44,65.9,B,B4,Assistant Editor,6 years,MORTGAGE,31000,Verified,debt_consolidation,Debt consolidation,372xx,TN,11.49,2-Mar,670,674,3,0,2151,65.2,11,f,Individual,2,0,Fully Paid
37317200,6000,36 months,10.49,194.99,B,B3,Management,10+ years,MORTGAGE,34000,Source Verified,credit_card,Credit card refinancing,167xx,PA,18.57,5-Nov,740,744,8,0,6280,43,12,f,Individual,0,0,Fully Paid
37137918,5800,36 months,8.67,183.55,B,B1,Graphic Designer,< 1 year,RENT,45000,Not Verified,other,Other,606xx,IL,14.72,Sep-00,690,694,3,0,371,18.5,9,f,Individual,0,0,Fully Paid
37611339,5000,36 months,10.49,162.49,B,B3,asst.mgr.,10+ years,RENT,55000,Source Verified,debt_consolidation,Debt consolidation,117xx,NY,22.78,Nov-88,705,709,13,0,16985,84.1,18,f,Individual,0,0,Fully Paid
37751264,20000,36 months,7.49,622.04,A,A4,President,3 years,RENT,91000,Source Verified,credit_card,Credit card refinancing,605xx,IL,9.47,Aug-00,715,719,11,0,16002,47.6,35,f,Individual,0,0,Fully Paid
37681197,10000,36 months,12.39,334.01,C,C1,"groundskeeper, varsity coach",5 years,RENT,60000,Not Verified,debt_consolidation,Debt consolidation,852xx,AZ,16.76,Jul-95,685,689,9,0,13248,56.1,19,f,Individual,3,0,Fully Paid
37780889,15275,36 months,19.99,567.6,E,E3,Sushi Chef,2 years,RENT,45000,Source Verified,vacation,Vacation,532xx,WI,33.53,8-Aug,790,794,8,0,4,0,12,f,Individual,0,0,Fully Paid
37691088,12000,60 months,8.67,247.19,B,B1,Recruiter,10+ years,MORTGAGE,105000,Source Verified,major_purchase,Major purchase,320xx,FL,19.08,2-May,720,724,10,0,26096,81.8,32,w,Individual,4,0,Fully Paid
